,Temperature,Humidity,Sound_speed_20,0.05,0.5,0.9500000000000001,1.4000000000000001,1.85,2.3,2.75,3.1999999999999997,3.65,4.1,4.55,5.0
0,0.0,0.0,342.1309872922776,37.11705419138145,54.5522147967359,58.01904944880436,62.66403939845544,66.6463866603332,67.68090603063297,70.88181511305702,73.09942169544017,75.38640825837804,77.744945422097,81.42182441957257,83.96918545278668
1,2.0,0.0,334.6232642840883,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568
2,4.0,0.0,328.69238566573256,37.11705419138145,39.47587115477783,41.342847853623134,43.97021721136937,45.345868257568206,46.76455788581021,48.976246630114034,50.50851617956232,51.29253525353195,52.08872427338086,52.89727214724615,53.718370715593814
3,6.0,0.0,358.0583877835276,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,40.08863585839502,40.08863585839502,40.71091220978629
4,8.0,0.0,344.56355283307806,36.54971084772008,70.88181511305702,74.23410838276291,77.744945422097,80.17727171679005,82.68569570724627,87.94043442273875,89.3054909156971,93.52911577162043,96.45526520005703,101.01703235912464,105.7945442944923
5,10.0,0.0,329.03081399686647,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
6,12.0,0.0,335.3204172876304,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855
7,14.0,0.0,327.98833819241986,35.99103948723757,37.693204129189006,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,57.13221394346994
8,16.0,0.0,339.16815357164836,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,45.345868257568206
9,18.0,0.0,339.02214022140214,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,44.65274545784855
10,20.0,0.0,343.14793488748495,37.693204129189006,40.08863585839502,43.29812157776688,45.345868257568206,48.976246630114034,55.39900223305413,61.70620407412351,70.88181511305702,0.0,0.0,0.0,0.0
11,22.0,0.0,341.2731578214236,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855
12,24.0,0.0,337.43457901019195,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568
13,26.0,0.0,343.58103370366337,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855
14,28.0,0.0,356.61146331996366,37.11705419138145,40.08863585839502,46.04975006461351,60.76300949937213,67.68090603063297,73.09942169544017,77.744945422097,81.42182441957257,86.59624315553374,90.69173651513641,94.98092264069919,99.47296206168487
15,30.0,0.0,345.9963282022312,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
16,32.0,0.0,359.6535582051575,37.11705419138145,40.71091220978629,46.04975006461351,54.5522147967359,62.66403939845544,67.68090603063297,71.98207897447516,76.55659472322108,81.42182441957257,85.27259818395133,90.69173651513641,94.98092264069919
17,34.0,0.0,348.33572929337606,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937
18,36.0,0.0,349.82786248036695,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855
19,38.0,0.0,365.43529060806446,37.11705419138145,40.71091220978629,60.76300949937213,64.62454486839977,66.6463866603332,69.79836905659798,71.98207897447516,74.23410838276291,77.744945422097,78.95174230955568,81.42182441957257,83.96918545278668
20,40.0,0.0,351.7644055899433,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937
21,0.0,5.0,341.20450606585786,37.11705419138145,60.76300949937213,64.62454486839977,67.68090603063297,69.79836905659798,73.09942169544017,75.38640825837804,77.744945422097,81.42182441957257,83.96918545278668,87.94043442273875,90.69173651513641
22,2.0,5.0,344.70834589345213,35.99103948723757,37.693204129189006,38.872472711048495,40.71091220978629,42.63629909197568,44.65274545784855,54.5522147967359,60.76300949937213,65.62768017420258,67.68090603063297,71.98207897447516,74.23410838276291
23,4.0,5.0,334.9842002916869,37.11705419138145,39.47587115477783,41.98459272639334,43.29812157776688,44.65274545784855,46.76455788581021,49.73648103084244,52.89727214724615,57.13221394346994,61.70620407412351,0.0,0.0
24,6.0,5.0,344.63356308904207,37.11705419138145,40.08863585839502,42.63629909197568,45.345868257568206,68.73148374079413,70.88181511305702,73.09942169544017,75.38640825837804,77.744945422097,81.42182441957257,83.96918545278668,87.94043442273875
25,8.0,5.0,332.5992518402317,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,42.63629909197568
26,10.0,5.0,345.9746128379332,37.11705419138145,41.342847853623134,43.29812157776688,46.04975006461351,75.38640825837804,78.95174230955568,81.42182441957257,85.27259818395133,89.3054909156971,93.52911577162043,96.45526520005703,101.01703235912464
27,12.0,5.0,336.98077452089126,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937
28,14.0,5.0,363.10043308577735,37.11705419138145,38.27829736161054,39.47587115477783,41.342847853623134,50.50851617956232,50.50851617956232,51.29253525353195,52.08872427338086,52.08872427338086,52.89727214724615,53.718370715593814,54.5522147967359
29,16.0,5.0,358.822476444647,38.872472711048495,43.97021721136937,46.04975006461351,47.490461320349596,49.73648103084244,50.50851617956232,52.08872427338086,53.718370715593814,54.5522147967359,56.258933937941066,57.13221394346994,58.91965086935957
30,18.0,5.0,339.27774614946685,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937
31,20.0,5.0,365.58766898270136,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,39.47587115477783
32,22.0,5.0,341.72271642438716,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
33,24.0,5.0,368.7505002246915,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783
34,26.0,5.0,343.7042117404994,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855
35,28.0,5.0,357.33385191307303,36.54971084772008,54.5522147967359,66.6463866603332,69.79836905659798,74.23410838276291,77.744945422097,81.42182441957257,83.96918545278668,87.94043442273875,92.09950012922702,94.98092264069919,99.47296206168487
36,30.0,5.0,346.480201131364,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.29812157776688
37,32.0,5.0,359.7122302158274,37.693204129189006,41.342847853623134,42.63629909197568,43.97021721136937,46.04975006461351,80.17727171679005,82.68569570724627,85.27259818395133,89.3054909156971,92.09950012922702,94.98092264069919,97.95249326022807
38,34.0,5.0,348.5339445190864,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
39,36.0,5.0,377.0986917261216,35.99103948723757,37.11705419138145,37.693204129189006,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.98459272639334,43.29812157776688,43.97021721136937,44.65274545784855,46.04975006461351
40,38.0,5.0,373.24069372888,35.99103948723757,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,53.718370715593814,55.39900223305413,57.13221394346994,58.91965086935957,60.76300949937213,61.70620407412351,63.63674273358635
41,40.0,5.0,351.89913820619216,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937
42,0.0,10.0,348.60398241954977,35.99103948723757,37.693204129189006,38.872472711048495,40.08863585839502,40.71091220978629,43.29812157776688,44.65274545784855,49.73648103084244,52.08872427338086,54.5522147967359,56.258933937941066,58.01904944880436
43,2.0,10.0,353.5897252032703,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502
44,4.0,10.0,335.17769738242174,38.872472711048495,45.345868257568206,56.258933937941066,239.3369275469069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,6.0,10.0,354.3052175453885,35.99103948723757,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.98459272639334,43.29812157776688,43.97021721136937,44.65274545784855,46.04975006461351
46,8.0,10.0,350.7094181041597,35.99103948723757,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.98459272639334,43.97021721136937,48.227632600028514,54.5522147967359,58.01904944880436,62.66403939845544,65.62768017420258
47,10.0,10.0,355.20600638336543,35.99103948723757,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,44.65274545784855,54.5522147967359,57.13221394346994,58.91965086935957,60.76300949937213,61.70620407412351,63.63674273358635
48,12.0,10.0,334.3087162848523,37.11705419138145,41.342847853623134,68.73148374079413,69.79836905659798,70.88181511305702,71.98207897447516,73.09942169544017,74.23410838276291,75.38640825837804,75.38640825837804,76.55659472322108,77.744945422097
